datetime,gh,csky_ghi,tdry,wspd,pres_hpa,rhum,snowd_m,rainfall,consumption
2020-02-06 09:00:00,190.1268,443.1755,-4.09999999999997,8.45,894.95,73.69,0.051942,0.0,116.7825
2020-02-06 10:00:00,338.7151,552.6609,-3.44999999999999,8.61,895.8,72.16,0.051759,0.0,139.02666666666664
2020-02-06 11:00:00,178.7285,604.1392,-2.82999999999998,8.44,896.16,71.01,0.051463,0.0,197.335
2020-02-06 12:00:00,183.978,593.6831,-2.27999999999997,8.25,896.41,69.65,0.05107,0.0,55.20166666666667
2020-02-06 13:00:00,194.1064,521.5782,-2.12,7.86,896.83,69.27,0.050683,0.0,174.20083333333335
2020-02-06 14:00:00,161.5969,393.9415,-2.39999999999998,7.19,897.46,69.82,0.050417,0.0,374.90000000000003
2020-02-06 15:00:00,146.8732,224.9306,-3.19999999999999,6.24,898.19,71.73,0.050283,0.0,130.94666666666666
2020-02-06 16:00:00,35.3718,52.1269,-5.02999999999997,4.74,898.99,76.24,0.050256,0.0,104.91666666666667
2020-02-06 17:00:00,0.0,0.0,-6.73999999999995,4.14,899.67,79.24,0.050275,0.0,361.3333333333333
2020-02-06 18:00:00,0.0,0.0,-7.65999999999997,3.74,900.09,79.93,0.050296,0.0,196.66666666666666
2020-02-06 19:00:00,0.0,0.0,-8.25999999999999,3.19,900.48,80.74,0.050312,0.0,87.83333333333333
2020-02-06 20:00:00,0.0,0.0,-8.63,2.98,901.01,81.23,0.050325,0.0,112.83333333333333
2020-02-06 21:00:00,0.0,0.0,-8.77999999999997,2.93,901.66,81.66,0.050337,0.0,91.0
2020-02-06 22:00:00,0.0,0.0,-8.53999999999996,2.72,901.94,81.2,0.05035,0.0,245.91666666666666
2020-02-06 23:00:00,0.0,0.0,-7.62,2.64,901.84,77.94,0.050359,0.0,239.5
2020-02-07 00:00:00,0.0,0.0,-6.82999999999998,2.46,901.71,76.74,0.050367,0.0,141.41666666666666
2020-02-07 01:00:00,0.0,0.0,-6.31,2.34,901.62,76.44,0.050374,0.0,127.58333333333333
2020-02-07 02:00:00,0.0,0.0,-5.81,2.28,901.49,75.72,0.05038,0.0,267.4166666666667
2020-02-07 03:00:00,0.0,0.0,-5.34999999999997,2.13,901.33,75.13,0.050385,0.0,286.25
2020-02-07 04:00:00,0.0,0.0,-5.0,1.94,901.29,74.92,0.05039,0.0,130.75
2020-02-07 05:00:00,0.0,0.0,-4.88999999999999,1.72,901.33,75.94,0.050395,1e-06,170.41666666666666
2020-02-07 06:00:00,2.0913,2.2541,-4.96999999999997,1.7,901.54,76.76,0.050401,2e-06,159.22333333333333
2020-02-07 07:00:00,75.5689,108.5481,-4.13999999999999,2.01,901.85,74.04,0.050407,1e-06,320.2375
2020-02-07 08:00:00,108.6139,289.2405,-2.15999999999997,2.81,902.06,71.26,0.050369,0.0,142.59416666666667
2020-02-07 09:00:00,203.7257,444.5775,-0.579999999999984,3.63,902.11,68.09,0.050034,0.0,401.6325
2020-02-07 10:00:00,334.2409,553.7927,0.57000000000005,3.88,902.2,66.6,0.048913,0.0,586.4158333333334
2020-02-07 11:00:00,243.476,606.7193,1.29000000000002,3.8,902.03,66.04,0.046798,1e-06,127.96
2020-02-07 12:00:00,423.1308,598.2018,1.72000000000003,3.61,901.74,65.97,0.044303,1.2e-05,88.66333333333334
2020-02-07 13:00:00,438.3249,528.4099,1.86000000000001,3.37,901.61,66.36,0.042079,0.000748,167.38916666666665
2020-02-07 14:00:00,373.331,403.1385,1.66000000000003,3.07,901.67,67.34,0.040664,0.001607,184.4425
2020-02-07 15:00:00,209.349,235.5134,0.910000000000025,2.35,901.93,73.87,0.040189,0.000593,329.5725
2020-02-07 16:00:00,44.8683,58.4292,-1.26999999999998,1.68,902.31,77.6,0.040152,1.2e-05,105.75
2020-02-07 17:00:00,0.0,0.0,-2.52999999999997,1.52,902.89,78.87,0.040158,5e-06,217.16666666666666
2020-02-07 18:00:00,0.0,0.0,-3.10999999999996,1.36,903.43,82.1,0.040166,2e-06,623.3333333333334
2020-02-07 19:00:00,0.0,0.0,-3.69,1.31,904.01,85.24,0.040174,0.0,79.5
2020-02-07 20:00:00,0.0,0.0,-4.17999999999995,1.34,904.51,87.83,0.040183,0.0,104.16666666666667
2020-02-07 21:00:00,0.0,0.0,-4.58999999999997,1.28,904.8,89.88,0.040192,0.0,343.6666666666667
2020-02-07 22:00:00,0.0,0.0,-4.79999999999995,1.19,904.99,90.89,0.0402,0.0,252.25
2020-02-07 23:00:00,0.0,0.0,-4.87,1.16,905.09,90.89,0.040209,0.0,156.5
2020-02-08 00:00:00,0.0,0.0,-4.88,1.13,905.21,91.06,0.040217,0.0,123.25
2020-02-08 01:00:00,0.0,0.0,-4.89999999999998,1.2,905.42,91.14,0.040225,0.0,105.25
2020-02-08 02:00:00,0.0,0.0,-5.0,1.29,905.6,91.47,0.040234,0.0,117.5
2020-02-08 03:00:00,0.0,0.0,-5.08999999999997,1.37,905.89,92.39,0.040243,0.0,115.0
2020-02-08 04:00:00,0.0,0.0,-5.17999999999995,1.46,906.31,93.43,0.040252,0.0,116.08333333333333
2020-02-08 05:00:00,0.0,0.0,-5.31,1.53,906.7,94.49,0.040261,0.0,113.08333333333333
2020-02-08 06:00:00,2.5195,2.7671,-5.33999999999997,1.58,907.05,95.14,0.040269,0.0,180.995
2020-02-08 07:00:00,105.3903,114.2541,-3.59999999999997,1.56,907.38,88.26,0.040276,0.0,137.8475
2020-02-08 08:00:00,251.5403,299.2386,-0.71999999999997,2.69,907.71,78.46,0.040214,1e-06,173.805
2020-02-08 09:00:00,440.3206,458.2195,0.990000000000009,3.17,908.04,68.37,0.039293,4e-06,67.62083333333334
2020-02-08 10:00:00,548.8003,569.2049,1.99000000000001,2.9,908.42,61.23,0.037027,4e-06,94.60416666666667
2020-02-08 11:00:00,601.0676,621.6204,2.56,2.4,908.48,57.19,0.034089,2e-06,93.44833333333335
2020-02-08 12:00:00,590.5222,611.4664,2.93000000000001,1.82,908.37,54.17,0.031155,1e-06,66.20833333333333
2020-02-08 13:00:00,517.8483,537.7544,3.10000000000002,1.27,908.32,51.94,0.02875,1e-06,189.99166666666667
2020-02-08 14:00:00,388.6057,406.8771,2.93000000000001,0.82,908.41,51.54,0.027199,0.0,144.64916666666664
2020-02-08 15:00:00,221.1442,234.5807,2.19,0.56,908.57,59.64,0.026652,0.0,403.27
2020-02-08 16:00:00,54.0135,57.7864,0.580000000000041,0.72,908.68,56.73,0.026611,0.0,72.9225
2020-02-08 17:00:00,0.0,0.0,-0.21999999999997,0.77,908.89,56.3,0.026612,0.0,109.91666666666667
2020-02-08 18:00:00,0.0,0.0,-0.569999999999993,0.64,909.13,57.55,0.026612,0.0,573.75
2020-02-08 19:00:00,0.0,0.0,-0.759999999999991,0.52,909.27,58.15,0.026613,0.0,352.25
2020-02-08 20:00:00,0.0,0.0,-0.939999999999998,0.67,909.44,59.0,0.026614,0.0,94.66666666666667
2020-02-08 21:00:00,0.0,0.0,-1.12,0.93,909.49,60.16,0.026616,0.0,80.25
2020-02-08 22:00:00,0.0,0.0,-1.19999999999999,1.13,909.51,61.31,0.026618,0.0,517.0
2020-02-08 23:00:00,0.0,0.0,-1.26999999999998,1.22,909.53,62.46,0.02662,0.0,316.8333333333333
2020-02-09 00:00:00,0.0,0.0,-1.28999999999996,1.22,909.59,63.38,0.026622,0.0,478.0833333333333
2020-02-09 01:00:00,0.0,0.0,-1.44,1.17,909.63,64.18,0.026624,0.0,376.5
2020-02-09 02:00:00,0.0,0.0,-1.72999999999996,1.15,909.54,65.92,0.026627,0.0,268.0833333333333
2020-02-09 03:00:00,0.0,0.0,-1.88,1.11,909.62,67.55,0.026629,0.0,309.75
2020-02-09 04:00:00,0.0,0.0,-2.15999999999997,1.15,909.92,69.99,0.026632,0.0,467.8333333333333
2020-02-09 05:00:00,0.0,0.0,-2.47999999999996,1.26,910.35,73.02,0.026635,0.0,295.9166666666667
2020-02-09 06:00:00,3.0055,3.0055,-2.65999999999997,1.36,910.76,75.83,0.026639,0.0,358.4616666666667
2020-02-09 07:00:00,108.7987,112.2307,-1.38999999999999,1.43,911.16,76.24,0.026641,0.0,463.4766666666667
2020-02-09 08:00:00,278.8517,296.0334,0.970000000000027,1.79,911.44,76.48,0.026462,0.0,586.585
2020-02-09 09:00:00,437.0609,455.5732,3.0,2.34,911.62,71.43,0.025297,0.0,360.56916666666666
2020-02-09 10:00:00,545.9775,566.7769,4.41000000000003,2.56,911.76,67.1,0.023133,0.0,253.56999999999996
2020-02-09 11:00:00,597.9008,619.1601,5.30000000000001,2.92,911.57,65.62,0.020687,0.0,630.2291666666667
2020-02-09 12:00:00,587.9513,609.2704,5.82000000000005,3.32,911.21,65.85,0.018416,1e-06,257.3366666666667
2020-02-09 13:00:00,516.816,536.882,5.90000000000003,3.56,910.91,67.85,0.016584,6.1e-05,390.37083333333334
2020-02-09 14:00:00,390.1559,408.2738,5.42000000000002,3.57,910.81,72.72,0.015336,0.00056,322.1333333333333
2020-02-09 15:00:00,224.5995,238.1102,3.94,2.63,910.79,83.23,0.014752,0.003853,216.005
2020-02-09 16:00:00,55.4839,61.2576,1.26000000000005,2.47,910.84,91.58,0.014667,0.01702,209.75
2020-02-09 17:00:00,0.0,0.0,0.410000000000025,2.63,911.02,95.91,0.01467,0.022999,408.6666666666667
2020-02-09 18:00:00,0.0,0.0,0.0300000000000296,2.65,911.24,98.57,0.014674,0.010726,243.25
2020-02-09 19:00:00,0.0,0.0,-0.310000000000002,2.67,911.32,101.04,0.014678,0.00914,232.75
2020-02-09 20:00:00,0.0,0.0,-0.539999999999964,2.71,911.33,102.44,0.014683,0.007837,375.9166666666667
2020-02-09 21:00:00,0.0,0.0,-0.699999999999989,2.75,911.22,103.23,0.014688,0.00732,460.8333333333333
2020-02-09 22:00:00,0.0,0.0,-0.639999999999986,2.69,910.95,102.73,0.014693,0.013183,317.5833333333333
2020-02-09 23:00:00,0.0,0.0,-0.479999999999961,2.67,910.53,101.46,0.014698,0.019101,298.0833333333333
2020-02-10 00:00:00,0.0,0.0,-0.579999999999984,2.82,910.11,100.43,0.014701,0.012006,341.75
2020-02-10 01:00:00,0.0,0.0,-0.879999999999995,2.87,909.59,100.14,0.014706,0.003312,394.5833333333333
2020-02-10 02:00:00,0.0,0.0,-1.13,2.92,909.0,100.25,0.014712,0.00391,234.75
2020-02-10 03:00:00,0.0,0.0,-1.14999999999998,2.92,908.62,99.28,0.014718,0.00553,243.5
2020-02-10 04:00:00,0.0,0.0,-1.10999999999996,3.02,908.51,98.55,0.014724,0.004507,404.75
2020-02-10 05:00:00,0.0,0.0,-1.13999999999999,2.96,908.3,98.89,0.01473,0.003235,235.92
2020-02-10 06:00:00,3.5679,3.5679,-1.12,2.82,907.85,99.5,0.014735,0.002328,248.55333333333334
2020-02-10 07:00:00,111.4524,115.0267,0.640000000000043,3.51,907.48,92.96,0.014707,0.006849,385.04
2020-02-10 08:00:00,269.731,296.0532,2.11000000000001,4.6,907.41,88.01,0.014384,0.008227,496.55
2020-02-10 09:00:00,367.1617,452.072,3.60000000000002,5.49,907.34,83.14,0.013505,0.015002,254.37333333333333
2020-02-10 10:00:00,426.4336,558.7695,4.79000000000002,6.32,906.88,79.55,0.012197,0.02547,209.23083333333332
2020-02-10 11:00:00,392.979,606.4316,5.46000000000004,7.09,905.92,77.44,0.010763,0.01839,394.1766666666667
2020-02-10 12:00:00,244.9276,592.4877,5.77000000000004,7.47,904.67,75.84,0.009431,0.0109,456.23083333333335
2020-02-10 13:00:00,160.6048,517.6447,5.66000000000003,7.6,903.64,75.53,0.008386,0.017706,351.28249999999997
2020-02-10 14:00:00,103.6132,388.1997,4.86000000000001,6.82,903.02,80.14,0.007729,0.027317,396.42083333333335
2020-02-10 15:00:00,55.5652,219.8621,3.77000000000004,5.45,902.38,87.68,0.007392,0.03536,284.1875
2020-02-10 16:00:00,17.431,55.1151,2.35000000000002,4.83,901.8,95.94,0.007233,0.051118,468.8333333333333
2020-02-10 17:00:00,0.0,0.0,2.19,5.24,901.31,98.51,0.007116,0.061021,391.9166666666667
2020-02-10 18:00:00,0.0,0.0,2.63,5.84,900.98,98.14,0.006966,0.08002,301.6666666666667
2020-02-10 19:00:00,0.0,0.0,2.89000000000004,6.33,900.82,98.99,0.006791,0.105684,160.08333333333334
2020-02-10 20:00:00,0.0,0.0,3.25,6.74,900.19,99.05,0.006589,0.090495,257.5
2020-02-10 21:00:00,0.0,0.0,3.54000000000002,7.0,899.83,98.83,0.006352,0.087507,301.1666666666667
2020-02-10 22:00:00,0.0,0.0,3.68000000000001,6.99,899.72,98.99,0.006109,0.149956,362.3333333333333
2020-02-10 23:00:00,0.0,0.0,3.75,6.8,899.1,98.94,0.005876,0.153891,283.1666666666667
2020-02-11 00:00:00,0.0,0.0,3.66000000000003,6.48,898.55,99.11,0.005662,0.129904,386.1666666666667
2020-02-11 01:00:00,0.0,0.0,3.64000000000004,6.21,898.41,99.03,0.005466,0.114431,271.1666666666667
2020-02-11 02:00:00,0.0,0.0,3.54000000000002,5.75,897.94,99.29,0.005296,0.110734,205.16666666666666
2020-02-11 03:00:00,0.0,0.0,3.38,5.32,897.46,99.82,0.005155,0.10954,266.25
2020-02-11 04:00:00,0.0,0.0,3.22000000000003,4.8,897.22,100.76,0.005041,0.114768,504.1666666666667
2020-02-11 05:00:00,0.0,0.0,3.18000000000001,4.38,897.13,101.63,0.004943,0.119312,212.0
2020-02-11 06:00:00,1.0336,4.0797,3.45000000000005,4.47,897.12,101.26,0.004841,0.104961,243.9575
2020-02-11 07:00:00,70.2878,116.0504,4.51000000000005,4.86,897.3,97.44,0.004689,0.094972,318.0108333333334
2020-02-11 08:00:00,195.7859,294.9612,5.63,5.56,897.31,94.03,0.004429,0.080038,297.77083333333337
2020-02-11 09:00:00,225.3361,449.6499,6.66000000000003,6.63,897.24,91.53,0.004079,0.075769,147.8825
2020-02-11 10:00:00,285.3925,557.5276,7.55000000000001,7.26,897.29,88.19,0.003669,0.064149,375.0808333333333
2020-02-11 11:00:00,192.7168,608.1904,8.24000000000001,7.45,896.91,85.53,0.003241,0.050287,274.52
2020-02-11 12:00:00,259.1787,597.8109,8.71000000000004,7.21,895.98,83.77,0.002855,0.038015,153.11666666666667
2020-02-11 13:00:00,184.186,526.681,8.99000000000001,7.04,895.23,82.45,0.002537,0.046438,327.84416666666664
2020-02-11 14:00:00,84.0871,401.1718,8.88,6.87,894.97,82.41,0.002298,0.064514,348.7258333333333
2020-02-11 15:00:00,76.6994,235.4074,8.13,5.9,895.03,85.4,0.002138,0.097288,309.41749999999996
2020-02-11 16:00:00,27.427,63.3857,6.54000000000002,4.42,895.14,92.28,0.002049,0.051881,178.91666666666666
2020-02-11 17:00:00,0.0,0.0,5.15000000000003,3.45,895.34,99.24,0.002006,0.034247,194.41666666666666
2020-02-11 18:00:00,0.0,0.0,4.23000000000002,3.05,895.6,104.72,0.00198,0.020282,266.25
2020-02-11 19:00:00,0.0,0.0,3.82000000000005,2.84,895.87,107.39,0.001961,0.021377,161.25
2020-02-11 20:00:00,0.0,0.0,3.73000000000002,2.53,896.23,108.16,0.001947,0.016716,250.16666666666666
2020-02-11 21:00:00,0.0,0.0,3.71000000000004,2.28,896.62,108.17,0.001936,0.031436,163.66666666666666
2020-02-11 22:00:00,0.0,0.0,3.65000000000003,2.14,896.79,107.95,0.001928,0.019563,230.41666666666666
2020-02-11 23:00:00,0.0,0.0,3.65000000000003,2.03,896.74,107.32,0.001921,0.009612,251.58333333333334
2020-02-12 00:00:00,0.0,0.0,3.62,2.05,896.71,106.72,0.001913,0.010782,241.0
2020-02-12 01:00:00,0.0,0.0,3.67000000000002,2.01,896.58,105.7,0.001899,0.015915,281.4166666666667
2020-02-12 02:00:00,0.0,0.0,3.80000000000001,1.96,896.36,104.61,0.001878,0.024245,159.75
2020-02-12 03:00:00,0.0,0.0,3.96000000000004,1.82,896.39,103.71,0.001855,0.037136,173.75
2020-02-12 04:00:00,0.0,0.0,4.12,1.63,896.6,102.87,0.001834,0.053413,279.75
2020-02-12 05:00:00,0.0,0.0,4.32000000000005,1.44,896.91,101.9,0.001816,0.085316,277.6666666666667
2020-02-12 06:00:00,4.1543,4.5496,4.44,1.18,897.33,101.1,0.001798,0.128991,158.78
2020-02-12 07:00:00,61.6876,116.7598,4.98000000000002,0.8,897.85,98.12,0.001771,0.169339,179.70916666666668
2020-02-12 08:00:00,91.2028,296.3259,6.01000000000005,0.38,898.25,93.87,0.001706,0.19792,314.39166666666665
2020-02-12 09:00:00,156.3576,452.8404,6.76000000000005,0.52,898.45,90.18,0.00162,0.271894,123.63833333333335
2020-02-12 10:00:00,294.4541,563.817,7.42000000000002,1.02,898.72,85.4,0.001521,0.310025,132.28
2020-02-12 11:00:00,259.4525,618.6352,8.03000000000003,1.2,898.71,80.65,0.001405,0.214718,194.81083333333333
2020-02-12 12:00:00,104.5145,612.1002,8.56,1.69,898.53,75.8,0.001279,0.109728,209.91166666666666
2020-02-12 13:00:00,180.5933,541.2397,8.79000000000002,2.28,898.55,72.78,0.001167,0.05897,243.46166666666664
2020-02-12 14:00:00,113.007,411.7795,8.67000000000002,2.45,898.7,71.93,0.001081,0.023467,181.69333333333333
2020-02-12 15:00:00,76.233,241.0809,8.12,2.05,898.83,76.11,0.001026,0.016887,416.4291666666667
2020-02-12 16:00:00,20.6449,66.0778,5.92000000000002,1.44,899.21,86.06,0.001006,0.033152,182.91666666666666
2020-02-12 17:00:00,0.0091,0.02,4.33000000000004,1.76,899.63,92.27,0.001005,0.023145,172.75
2020-02-12 18:00:00,0.0,0.0,3.57000000000005,2.1,899.96,97.77,0.001005,0.021117,300.3333333333333
2020-02-12 19:00:00,0.0,0.0,2.87,2.46,900.29,102.86,0.001003,0.019196,281.3333333333333
2020-02-12 20:00:00,0.0,0.0,2.71000000000004,2.64,900.73,104.29,0.001002,0.015634,180.58333333333334
2020-02-12 21:00:00,0.0,0.0,2.88,2.57,901.3,102.72,0.000999,0.022388,214.5
2020-02-12 22:00:00,0.0,0.0,2.85000000000002,2.38,901.73,100.65,0.000997,0.029412,274.25
2020-02-12 23:00:00,0.0,0.0,2.57000000000005,2.06,902.14,99.62,0.000993,0.035061,274.5
2020-02-13 00:00:00,0.0,0.0,2.48000000000002,1.46,902.64,98.58,0.00099,0.051102,211.16666666666666
2020-02-13 01:00:00,0.0,0.0,2.24000000000001,1.0,903.01,97.64,0.000986,0.070696,198.16666666666666
2020-02-13 02:00:00,0.0,0.0,1.99000000000001,0.66,903.2,96.55,0.000983,0.061636,239.08333333333334
2020-02-13 03:00:00,0.0,0.0,1.68000000000001,0.35,903.56,95.99,0.000982,0.046937,201.5
2020-02-13 04:00:00,0.0,0.0,1.21000000000004,0.44,904.06,95.82,0.000982,0.019581,211.33333333333334
2020-02-13 05:00:00,0.0,0.0,0.560000000000002,0.78,904.49,96.02,0.000982,0.006343,220.2775
2020-02-13 06:00:00,4.7868,5.4352,0.120000000000005,1.14,904.88,95.0,0.000955,0.001653,225.41916666666665
2020-02-13 07:00:00,115.455,123.3831,1.40000000000003,1.72,905.4,86.8,0.00093,0.000163,382.90250000000003
2020-02-13 08:00:00,290.4982,306.4573,2.89000000000004,2.1,905.84,78.46,0.000848,9.8e-05,186.29833333333332
2020-02-13 09:00:00,409.5548,465.2713,5.10000000000002,2.57,906.09,65.11,0.000786,5.4e-05,171.10000000000002
2020-02-13 10:00:00,496.4855,577.7749,7.10000000000002,2.45,906.26,53.58,0.000705,2.4e-05,158.25333333333333
2020-02-13 11:00:00,538.301,633.2737,8.30000000000001,1.95,906.03,48.84,0.000619,1.2e-05,167.7
2020-02-13 12:00:00,604.7216,626.0096,9.21000000000004,1.6,905.51,44.99,0.000541,6e-06,194.24333333333337
2020-02-13 13:00:00,534.8926,555.4177,9.72000000000003,1.66,904.98,43.27,0.000479,3e-06,324.1883333333333
2020-02-13 14:00:00,409.7808,427.9267,9.63,1.86,904.66,44.74,0.000435,1e-06,332.04583333333335
2020-02-13 15:00:00,243.256,257.9962,8.65000000000003,1.54,904.52,55.03,0.000413,0.0,277.8066666666667
2020-02-13 16:00:00,72.7167,75.5686,6.33000000000004,1.03,904.51,62.16,0.000406,0.0,184.00333333333333
2020-02-13 17:00:00,0.0317,0.0696,5.15000000000003,1.04,904.7,58.35,0.000405,0.0,193.08333333333334
2020-02-13 18:00:00,0.0,0.0,4.38,1.38,904.89,59.97,0.000405,0.0,162.08333333333334
2020-02-13 19:00:00,0.0,0.0,3.43000000000001,1.77,905.03,63.28,0.000405,0.0,233.83333333333334
2020-02-13 20:00:00,0.0,0.0,2.84000000000003,1.89,905.08,64.56,0.000406,0.0,262.4166666666667
2020-02-13 21:00:00,0.0,0.0,2.53000000000003,1.83,904.86,64.13,0.000406,0.0,222.33333333333334
2020-02-13 22:00:00,0.0,0.0,1.98000000000002,1.99,904.3,66.89,0.000406,0.0,323.9166666666667
2020-02-13 23:00:00,0.0,0.0,1.12,2.45,903.75,72.52,0.000406,0.0,339.5
2020-02-14 00:00:00,0.0,0.0,0.439999999999998,2.87,903.29,77.79,0.000406,0.0,357.25
2020-02-14 01:00:00,0.0,0.0,0.100000000000023,3.11,902.74,82.17,0.000406,7e-05,336.9166666666667
2020-02-14 02:00:00,0.0,0.0,0.470000000000027,3.08,902.01,87.03,0.000406,0.004111,259.6666666666667
2020-02-14 03:00:00,0.0,0.0,0.75,3.02,901.54,94.93,0.000406,0.014016,196.08333333333334
2020-02-14 04:00:00,0.0,0.0,1.17000000000002,3.04,901.23,100.86,0.000406,0.023418,191.41666666666666
2020-02-14 05:00:00,0.0,0.0,1.39000000000004,2.86,900.91,102.69,0.000407,0.023915,216.29833333333335
2020-02-14 06:00:00,3.5804,5.8859,1.70000000000005,2.71,900.55,102.17,0.000407,0.043436,379.9608333333333
2020-02-14 07:00:00,74.1403,121.1722,3.41000000000003,2.46,900.22,94.39,0.000402,0.0287,247.5525
2020-02-14 08:00:00,215.8129,298.6368,5.14000000000004,3.48,899.67,88.28,0.000389,0.087849,368.19416666666666
2020-02-14 09:00:00,208.6828,452.567,6.29000000000002,4.57,898.88,83.98,0.000365,0.337321,184.70666666666665
2020-02-14 10:00:00,239.9513,559.7739,6.68000000000001,4.76,898.27,81.86,0.00034,0.760593,216.58583333333334
2020-02-14 11:00:00,114.3838,609.5613,6.34000000000003,4.17,897.59,83.37,0.000321,1.429553,642.5333333333334
2020-02-14 12:00:00,98.06,597.5947,5.66000000000003,3.31,896.82,86.4,0.000307,1.988117,801.2066666666667
2020-02-14 13:00:00,102.4263,525.9547,4.88,2.47,896.21,88.84,0.000402,2.34614,859.6925
2020-02-14 14:00:00,98.1557,401.0995,3.91000000000003,1.82,895.89,90.72,0.000555,2.573976,264.0158333333333
2020-02-14 15:00:00,62.7851,236.2478,2.35000000000002,1.4,895.7,93.93,0.001277,1.997704,240.69
2020-02-14 16:00:00,16.3529,67.6257,1.37,1.03,895.72,93.89,0.002584,1.077042,180.33333333333334
2020-02-14 17:00:00,0.1422,0.1422,0.990000000000009,0.55,895.98,93.41,0.003779,0.582398,354.6666666666667
2020-02-14 18:00:00,0.0,0.0,0.939999999999998,0.3,896.33,93.83,0.004472,0.39988,541.4166666666666
2020-02-14 19:00:00,0.0,0.0,0.920000000000016,0.96,896.62,94.48,0.005261,0.244943,305.5
2020-02-14 20:00:00,0.0,0.0,0.830000000000041,1.51,896.95,95.01,0.006233,0.077199,206.58333333333334
2020-02-14 21:00:00,0.0,0.0,0.600000000000023,2.05,897.35,95.21,0.007033,0.016806,360.0833333333333
2020-02-14 22:00:00,0.0,0.0,0.510000000000048,2.41,897.82,95.18,0.007693,0.020015,246.08333333333334
2020-02-14 23:00:00,0.0,0.0,0.360000000000014,2.81,898.27,95.35,0.008237,0.022861,265.0
2020-02-15 00:00:00,0.0,0.0,0.189999999999998,3.26,898.88,95.74,0.008634,0.040296,203.75
2020-02-15 01:00:00,0.0,0.0,0.0400000000000205,3.34,899.47,96.05,0.008881,0.026479,408.5833333333333
2020-02-15 02:00:00,0.0,0.0,-0.359999999999957,4.05,899.86,97.4,0.009032,0.010883,210.66666666666666
2020-02-15 03:00:00,0.0,0.0,-0.399999999999977,4.42,900.45,97.23,0.009126,0.004638,218.41666666666666
2020-02-15 04:00:00,0.0,0.0,-0.299999999999955,4.63,901.14,96.18,0.009175,0.003457,317.1666666666667
2020-02-15 05:00:00,0.0,0.0,-0.379999999999995,4.5,901.81,95.42,0.009204,0.005244,291.00333333333333
2020-02-15 06:00:00,6.372,8.1762,-0.389999999999986,4.39,902.62,93.98,0.009231,0.00416,180.6775
2020-02-15 07:00:00,89.1162,141.7847,1.36000000000001,5.23,903.4,87.02,0.009191,0.00287,269.72249999999997
2020-02-15 08:00:00,216.9784,330.1953,2.76000000000005,6.07,903.96,79.9,0.00887,0.001241,206.915
2020-02-15 09:00:00,433.1891,491.6611,4.11000000000001,6.17,904.36,71.61,0.008223,0.000789,255.83083333333335
2020-02-15 10:00:00,583.8929,604.8401,5.18000000000001,5.94,904.75,65.74,0.007373,0.000309,251.7025
2020-02-15 11:00:00,638.6897,658.9126,5.95000000000005,5.59,904.87,61.92,0.006474,0.0007,243.98916666666668
2020-02-15 12:00:00,509.0728,650.2324,6.45000000000005,5.28,904.83,59.36,0.005659,0.000835,181.75666666666666
2020-02-15 13:00:00,558.0973,578.7574,6.60000000000002,4.97,905.0,58.36,0.005006,0.000313,273.57500000000005
2020-02-15 14:00:00,432.0683,450.349,6.35000000000002,4.68,905.35,58.68,0.004554,0.000571,475.1816666666667
2020-02-15 15:00:00,261.2887,277.875,5.58000000000004,4.05,905.72,62.42,0.004313,0.00075,434.50333333333333
2020-02-15 16:00:00,81.8616,88.2824,2.90000000000003,2.76,906.14,76.9,0.004245,0.00074,422.645
2020-02-15 17:00:00,0.123,0.3067,0.680000000000007,3.05,906.62,79.88,0.004241,0.00046,463.3333333333333
2020-02-15 18:00:00,0.0,0.0,0.0600000000000023,3.18,907.05,81.54,0.004242,0.000289,473.0
2020-02-15 20:00:00,0.0,0.0,-0.799999999999955,3.17,907.8,85.86,0.004245,6.7e-05,766.3333333333334
2020-02-15 21:00:00,0.0,0.0,-1.04999999999995,2.99,908.12,87.54,0.004246,5.9e-05,416.4166666666667
2020-02-15 22:00:00,0.0,0.0,-0.979999999999961,2.53,908.45,87.62,0.004247,4.4e-05,618.0
2020-02-15 23:00:00,0.0,0.0,-0.909999999999968,2.23,908.69,87.9,0.004248,2.6e-05,475.75
2020-02-16 00:00:00,0.0,0.0,-0.899999999999977,2.05,908.94,88.6,0.004249,0.000125,496.3333333333333
2020-02-16 01:00:00,0.0,0.0,-0.92999999999995,1.9,909.02,89.48,0.00425,0.000459,426.5
2020-02-16 02:00:00,0.0,0.0,-0.949999999999989,1.74,908.87,90.16,0.004251,0.000493,416.0833333333333
2020-02-16 03:00:00,0.0,0.0,-0.899999999999977,1.6,908.89,90.25,0.004251,0.000253,596.0833333333334
2020-02-16 04:00:00,0.0,0.0,-0.909999999999968,1.47,909.11,90.74,0.004252,5.1e-05,414.75
2020-02-16 05:00:00,0.0,0.0,-1.07999999999998,1.46,909.34,92.13,0.004252,2e-06,393.635
2020-02-16 06:00:00,9.0023,9.2018,-1.07999999999998,1.49,909.71,92.91,0.004253,1e-06,430.8233333333333
2020-02-16 07:00:00,139.535,146.0689,1.26000000000005,1.59,910.23,85.45,0.004244,1e-06,582.5816666666667
2020-02-16 08:00:00,317.2208,335.0412,3.61000000000001,2.08,910.6,76.73,0.004103,1e-06,584.5808333333333
2020-02-16 09:00:00,476.3591,495.3882,5.68000000000001,1.73,910.65,67.52,0.003778,1e-06,398.8141666666667
