datetime,consumption
2020-01-17 19:00:00,4157.0
2020-01-17 20:00:00,1860.0
2020-01-17 21:00:00,2728.0
2020-01-17 22:00:00,4818.0
2020-01-17 23:00:00,4751.0
2020-01-18 00:00:00,2376.0
2020-01-18 01:00:00,2110.0
2020-01-18 02:00:00,4729.0
2020-01-18 03:00:00,3536.0
2020-01-18 04:00:00,4045.0
2020-01-18 05:00:00,4270.0
2020-01-18 06:00:00,5017.81
2020-01-18 07:00:00,4009.48
2020-01-18 08:00:00,4298.34
2020-01-18 09:00:00,7734.49
2020-01-18 10:00:00,3153.3199999999997
2020-01-18 11:00:00,6538.97
2020-01-18 12:00:00,4169.75
2020-01-18 13:00:00,4875.58
2020-01-18 14:00:00,3988.29
2020-01-18 15:00:00,5377.43
2020-01-18 16:00:00,10463.0
2020-01-18 17:00:00,4299.0
2020-01-18 18:00:00,3712.0
2020-01-18 19:00:00,3103.0
2020-01-18 20:00:00,4972.0
2020-01-18 21:00:00,5417.0
2020-01-18 22:00:00,4678.0
2020-01-18 23:00:00,3916.0
2020-01-19 00:00:00,8391.0
2020-01-19 01:00:00,4740.0
2020-01-19 02:00:00,3652.0
2020-01-19 03:00:00,6834.0
2020-01-19 04:00:00,4740.0
2020-01-19 05:00:00,2691.0
2020-01-19 06:00:00,4550.39
2020-01-19 07:00:00,4693.87
2020-01-19 08:00:00,3561.09
2020-01-19 09:00:00,6762.51
2020-01-19 10:00:00,2720.3199999999997
2020-01-19 11:00:00,2075.12
2020-01-19 12:00:00,4712.38
2020-01-19 13:00:00,4449.65
2020-01-19 14:00:00,5859.57
2020-01-19 15:00:00,6687.77
2020-01-19 16:00:00,2037.0
2020-01-19 17:00:00,4072.0
2020-01-19 18:00:00,5051.0
2020-01-19 19:00:00,2552.0
2020-01-19 20:00:00,2235.0
2020-01-19 21:00:00,2298.0
2020-01-19 22:00:00,4066.0
2020-01-19 23:00:00,2986.0
2020-01-20 00:00:00,2790.0
2020-01-20 01:00:00,4685.0
2020-01-20 02:00:00,2822.0
2020-01-20 03:00:00,2537.0
2020-01-20 04:00:00,2346.0
2020-01-20 05:00:00,2227.0
2020-01-20 06:00:00,2266.95
2020-01-20 07:00:00,2263.3
2020-01-20 08:00:00,3406.66
2020-01-20 09:00:00,4035.01
2020-01-20 10:00:00,4034.16
2020-01-20 11:00:00,2400.35
2020-01-20 12:00:00,2250.68
2020-01-20 13:00:00,5964.48
2020-01-20 14:00:00,4239.99
2020-01-20 15:00:00,2758.85
2020-01-20 16:00:00,2543.0
2020-01-20 17:00:00,5142.0
2020-01-20 18:00:00,3132.0
2020-01-20 19:00:00,7143.0
2020-01-20 20:00:00,9494.0
2020-01-20 21:00:00,4794.0
2020-01-20 22:00:00,3921.0
2020-01-20 23:00:00,4074.0
2020-01-21 00:00:00,3565.0
2020-01-21 01:00:00,2886.0
2020-01-21 02:00:00,3325.0
2020-01-21 03:00:00,3820.0
2020-01-21 04:00:00,4254.0
2020-01-21 05:00:00,2533.0
2020-01-21 06:00:00,2498.93
2020-01-21 07:00:00,6330.78
2020-01-21 08:00:00,2494.37
2020-01-21 09:00:00,3271.46
2020-01-21 10:00:00,3114.5
2020-01-21 11:00:00,3537.18
2020-01-21 12:00:00,2215.41
2020-01-21 13:00:00,3767.06
2020-01-21 14:00:00,3728.44
2020-01-21 15:00:00,4824.98
2020-01-21 16:00:00,2360.0
2020-01-21 17:00:00,3162.0
2020-01-21 18:00:00,3676.0
2020-01-21 19:00:00,4592.0
2020-01-21 20:00:00,5508.0
2020-01-21 21:00:00,2314.0
2020-01-21 22:00:00,3661.0
2020-01-21 23:00:00,3655.0
2020-01-22 00:00:00,6997.0
2020-01-22 01:00:00,2855.0
2020-01-22 02:00:00,3048.0
2020-01-22 03:00:00,2851.0
2020-01-22 04:00:00,4198.0
2020-01-22 05:00:00,4158.0
2020-01-22 06:00:00,5020.44
2020-01-22 07:00:00,9674.55
2020-01-22 08:00:00,2711.45
2020-01-22 09:00:00,7103.43
2020-01-22 10:00:00,5864.13
2020-01-22 11:00:00,8026.91
2020-01-22 12:00:00,2590.25
2020-01-22 13:00:00,3740.64
2020-01-22 14:00:00,4495.86
2020-01-22 15:00:00,3001.94
2020-01-22 16:00:00,6218.0
2020-01-22 17:00:00,6610.0
2020-01-22 18:00:00,2549.0
2020-01-22 19:00:00,4293.0
2020-01-22 20:00:00,5200.0
2020-01-22 21:00:00,2351.0
2020-01-22 22:00:00,3782.0
2020-01-22 23:00:00,6841.0
2020-01-23 00:00:00,3141.0
2020-01-23 01:00:00,2944.0
2020-01-23 02:00:00,6434.0
2020-01-23 03:00:00,2539.0
2020-01-23 04:00:00,2895.0
2020-01-23 05:00:00,4627.0
2020-01-23 06:00:00,3992.83
2020-01-23 07:00:00,2884.36
2020-01-23 08:00:00,4164.7
2020-01-23 09:00:00,3335.1800000000003
2020-01-23 10:00:00,2108.85
2020-01-23 11:00:00,3005.26
2020-01-23 12:00:00,3869.0
2020-01-23 13:00:00,3830.3100000000004
2020-01-23 14:00:00,3099.55
2020-01-23 15:00:00,6157.99
2020-01-23 16:00:00,2412.0
2020-01-23 17:00:00,2366.0
2020-01-23 18:00:00,2436.0
2020-01-23 19:00:00,2747.0
2020-01-23 20:00:00,2468.0
2020-01-23 21:00:00,2394.0
2020-01-23 22:00:00,5935.0
2020-01-23 23:00:00,5084.0
2020-01-24 00:00:00,3457.0
2020-01-24 01:00:00,2897.0
2020-01-24 02:00:00,3099.0
2020-01-24 03:00:00,2871.0
2020-01-24 04:00:00,4771.0
2020-01-24 05:00:00,2819.0
2020-01-24 06:00:00,6561.55
2020-01-24 07:00:00,6382.37
2020-01-24 08:00:00,2722.63
2020-01-24 09:00:00,3363.08
2020-01-24 10:00:00,2506.34
2020-01-24 11:00:00,4213.639999999999
2020-01-24 12:00:00,2632.48
2020-01-24 13:00:00,3535.82
